kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 68,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,12.10.23,19.10.23,26.10.23,2.11.23,9.11.23,16.11.23,23.11.23,30.11.23,7.12.23,14.12.23,21.12.23,28.12.23,4.1.24,11.1.24,18.1.24,25.1.24,1.2.24,8.2.24,15.2.24,22.2.24,29.2.24,7.3.24,14.3.24,21.3.24,28.3.24,4.4.24,11.4.24,18.4.24,25.4.24,2.5.24,9.5.24,16.5.24,23.5.24,30.5.24,6.6.24,13.6.24,20.6.24,27.6.24,4.7.24,11.7.24,18.7.24,25.7.24,1.8.24,8.8.24,15.8.24,22.8.24,29.8.24,5.9.24,12.9.24,19.9.24,26.9.24,3.10.24,4.10.24,5.10.24,6.10.24,7.10.24,8.10.24,9.10.24,10.10.24
8003,Bruntál,80,35543,10. 10. 2024,3. 10. 2024,"16,9","16,9","30,9","-14,1",2,6,14,16,38,26,36,18,66,100,78,34,32,16,14,18,10,6,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,4,6,18,8,22,20,18,"2,8","8,4","19,7","22,5","53,5","36,6","50,6","25,3","92,8","140,7","109,7","47,8","45,0","22,5","19,7","25,3","14,1","8,4","5,6","2,8","2,8","0,0","0,0","0,0","0,0","0,0","0,0","2,8","0,0","0,0","0,0","0,0","0,0","0,0","2,8","0,0","0,0","0,0","0,0","0,0","0,0","5,6","5,6","2,8","5,6","8,4","25,3","11,3","30,9","28,1","25,3","30,9","25,3","25,3","25,3","22,5","22,5","19,7","16,9"
8004,Český Těšín,80,24864,10. 10. 2024,3. 10. 2024,"104,6","104,6","104,6","0,0",22,33,25,47,53,59,33,80,78,94,100,33,41,16,10,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,4,2,12,27,35,33,55,"44,2","68,4","52,3","96,5","108,6","120,7","68,4","164,9","160,9","193,1","205,1","68,4","84,5","32,2","20,1","4,0","0,0","0,0","12,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","12,1","12,1","8,0","4,0","24,1","56,3","72,4","68,4","112,6","104,6","100,5","100,5","100,5","116,6","116,6","108,6","104,6"
8005,Frenštát pod Radhoštěm,80,19637,10. 10. 2024,3. 10. 2024,"101,8","101,8","35,6","66,2",15,30,21,18,30,27,36,18,100,70,52,21,18,21,6,6,3,3,3,0,0,6,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,6,3,0,9,3,9,6,24,"25,5","50,9","35,6","30,6","50,9","45,8","61,1","30,6","168,1","117,1","86,6","35,6","30,6","35,6","10,2","10,2","5,1","5,1","5,1","0,0","0,0","10,2","5,1","0,0","5,1","0,0","0,0","0,0","0,0","5,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,1","0,0","5,1","5,1","5,1","10,2","5,1","0,0","15,3","5,1","15,3","10,2","40,7","35,6","15,3","15,3","15,3","35,6","71,3","86,6","101,8"
8006,Frýdek-Místek,80,112690,10. 10. 2024,3. 10. 2024,"69,2","69,2","52,4","16,9",20,23,19,27,20,34,35,47,76,99,100,41,41,20,13,4,8,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,5,5,5,8,15,12,14,28,43,"29,3","33,7","27,5","39,0","30,2","50,6","51,5","69,2","111,8","146,4","147,3","60,3","60,3","30,2","18,6","5,3","11,5","5,3","2,7","0,9","1,8","0,9","1,8","0,9","0,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,9","0,0","0,9","1,8","0,0","1,8","5,3","8,0","7,1","7,1","11,5","22,2","17,7","21,3","41,7","63,9","52,4","56,8","56,8","56,8","58,6","61,2","63,0","69,2"
8007,Frýdlant nad Ostravicí,80,25418,10. 10. 2024,3. 10. 2024,"23,6","23,6","82,6","-59,0",5,11,27,43,24,22,41,51,70,57,100,27,35,19,11,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,5,8,19,8,24,41,"7,9","15,7","39,3","62,9","35,4","31,5","59,0","74,8","102,3","82,6","145,6","39,3","51,1","27,5","15,7","7,9","7,9","0,0","0,0","0,0","0,0","0,0","0,0","7,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,9","0,0","0,0","0,0","0,0","0,0","0,0","11,8","7,9","11,8","27,5","11,8","35,4","59,0","82,6","78,7","78,7","78,7","70,8","51,1","39,3","23,6"
8008,Havířov,80,85861,10. 10. 2024,3. 10. 2024,"30,3","30,3","32,6","-2,3",14,21,14,20,19,23,23,46,69,100,69,24,24,16,10,6,6,2,4,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,4,2,2,5,2,7,12,13,12,16,"19,8","29,1","19,8","28,0","26,8","32,6","32,6","65,2","96,7","140,9","96,7","33,8","33,8","22,1","14,0","8,2","8,2","2,3","5,8","1,2","1,2","0,0","0,0","2,3","0,0","0,0","0,0","1,2","1,2","0,0","0,0","0,0","0,0","1,2","1,2","0,0","1,2","0,0","0,0","1,2","0,0","5,8","3,5","3,5","7,0","3,5","9,3","16,3","18,6","16,3","22,1","32,6","36,1","36,1","36,1","26,8","26,8","34,9","30,3"
8009,Hlučín,80,40416,10. 10. 2024,3. 10. 2024,"34,6","34,6","37,1","-2,5",15,21,18,21,27,35,27,42,71,100,69,32,19,8,18,13,6,5,3,2,0,2,2,0,0,0,0,0,0,2,0,0,3,3,0,0,0,3,0,6,5,5,5,8,8,15,3,13,18,21,32,"22,3","32,2","27,2","32,2","42,1","54,4","42,1","64,3","108,9","153,4","106,4","49,5","29,7","12,4","27,2","19,8","9,9","7,4","4,9","2,5","0,0","2,5","2,5","0,0","0,0","0,0","0,0","0,0","0,0","2,5","0,0","0,0","4,9","4,9","0,0","0,0","0,0","4,9","0,0","9,9","7,4","7,4","7,4","12,4","12,4","22,3","4,9","19,8","27,2","32,2","49,5","37,1","34,6","34,6","34,6","32,2","39,6","42,1","34,6"
8010,Jablunkov,80,22480,10. 10. 2024,3. 10. 2024,"53,4","53,4","26,7","26,7",35,59,18,35,18,0,88,41,76,100,88,0,35,6,0,12,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,6,6,6,24,12,24,53,"26,7","44,5","13,3","26,7","13,3","0,0","66,7","31,1","57,8","75,6","66,7","0,0","26,7","4,4","0,0","8,9","4,4","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","4,4","4,4","17,8","8,9","17,8","40,0","26,7","17,8","17,8","17,8","26,7","31,1","44,5","53,4"
8011,Karviná,80,61263,10. 10. 2024,3. 10. 2024,"44,1","44,1","22,9","21,2",21,37,26,29,27,40,37,53,89,100,97,37,34,14,6,7,11,6,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,1,6,11,4,20,10,36,"24,5","42,4","29,4","32,6","31,0","45,7","42,4","60,4","101,2","114,3","111,0","42,4","39,2","16,3","6,5","8,2","13,1","6,5","0,0","1,6","0,0","0,0","1,6","3,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,9","6,5","3,3","8,2","1,6","6,5","13,1","4,9","22,9","11,4","40,8","22,9","24,5","26,1","26,1","37,5","39,2","44,1","44,1"
8012,Kopřivnice,80,40686,10. 10. 2024,3. 10. 2024,"44,2","44,2","49,2","-4,9",9,21,16,20,25,28,40,49,81,100,83,24,16,13,5,7,4,3,3,1,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,4,4,9,12,12,23,29,"17,2","39,3","29,5","36,9","46,7","51,6","73,7","90,9","149,9","184,3","152,4","44,2","29,5","24,6","9,8","12,3","7,4","4,9","4,9","2,5","9,8","2,5","2,5","0,0","0,0","4,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,5","0,0","0,0","0,0","2,5","2,5","0,0","4,9","7,4","7,4","17,2","22,1","22,1","41,8","54,1","49,2","41,8","41,8","41,8","51,6","41,8","34,4","44,2"
8013,Kravaře,80,21080,10. 10. 2024,3. 10. 2024,"94,9","94,9","61,7","33,2",38,21,50,25,46,71,54,42,88,88,100,62,17,21,8,12,0,4,0,8,4,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,8,8,0,0,8,8,4,8,8,17,38,17,46,58,"42,7","23,7","56,9","28,5","52,2","80,6","61,7","47,4","99,6","99,6","113,9","71,2","19,0","23,7","9,5","14,2","0,0","4,7","0,0","9,5","4,7","0,0","0,0","4,7","4,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,7","0,0","0,0","0,0","9,5","9,5","0,0","0,0","9,5","9,5","4,7","9,5","9,5","19,0","42,7","19,0","52,2","66,4","61,7","80,6","80,6","85,4","104,4","109,1","90,1","94,9"
8014,Krnov,80,39407,10. 10. 2024,3. 10. 2024,"109,1","109,1","91,4","17,8",18,14,16,16,25,31,28,38,66,100,86,28,24,15,15,8,9,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,5,5,1,5,11,19,9,25,"38,1","30,5","35,5","35,5","53,3","66,0","60,9","81,2","142,1","215,7","185,2","60,9","50,8","33,0","33,0","17,8","20,3","2,5","0,0","2,5","0,0","0,0","0,0","2,5","2,5","0,0","0,0","0,0","2,5","2,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,5","0,0","2,5","5,1","5,1","10,2","10,2","2,5","10,2","22,8","40,6","20,3","53,3","91,4","91,4","93,9","91,4","106,6","104,0","106,6","109,1"
8015,Nový Jičín,80,48690,10. 10. 2024,3. 10. 2024,"59,6","59,6","55,5","4,1",15,19,27,27,38,25,38,62,60,100,71,31,50,8,8,4,6,2,0,0,0,2,4,4,2,0,2,0,0,0,0,2,2,0,0,0,4,0,0,6,4,8,2,4,8,2,23,17,6,19,19,"14,4","18,5","26,7","26,7","37,0","24,6","37,0","61,6","59,6","98,6","69,8","30,8","49,3","8,2","8,2","4,1","6,2","2,1","0,0","0,0","0,0","2,1","4,1","4,1","2,1","0,0","2,1","0,0","0,0","0,0","0,0","2,1","2,1","0,0","0,0","0,0","4,1","0,0","0,0","6,2","4,1","8,2","2,1","4,1","8,2","2,1","22,6","16,4","6,2","18,5","18,5","55,5","57,5","55,5","55,5","61,6","51,3","65,7","59,6"
8016,Odry,80,17073,10. 10. 2024,3. 10. 2024,"152,3","152,3","134,7","17,6",20,41,17,20,12,22,20,44,71,100,56,15,37,17,10,2,7,7,7,0,2,0,7,0,2,5,7,0,0,2,0,0,2,2,0,0,0,0,0,0,0,7,10,5,7,15,5,24,22,22,46,"46,9","99,6","41,0","46,9","29,3","52,7","46,9","105,4","169,9","240,1","134,7","35,1","87,9","41,0","23,4","5,9","17,6","17,6","17,6","0,0","5,9","0,0","17,6","0,0","5,9","11,7","17,6","0,0","0,0","5,9","0,0","0,0","5,9","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,6","23,4","11,7","17,6","35,1","11,7","58,6","52,7","52,7","111,3","134,7","134,7","134,7","134,7","164,0","169,9","164,0","152,3"
8017,Opava,80,100305,10. 10. 2024,3. 10. 2024,"51,8","51,8","50,8","1,0",13,28,31,43,44,49,69,73,99,100,84,48,44,20,12,7,5,5,3,2,2,0,1,0,2,1,0,0,0,1,0,1,0,2,0,0,0,0,2,2,2,1,4,12,16,6,10,15,16,14,39,"16,0","33,9","37,9","52,8","53,8","59,8","83,7","88,7","120,6","121,6","102,7","58,8","53,8","24,9","15,0","8,0","6,0","6,0","4,0","2,0","3,0","0,0","1,0","0,0","3,0","1,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","2,0","0,0","0,0","0,0","0,0","2,0","3,0","3,0","1,0","5,0","15,0","18,9","7,0","12,0","17,9","19,9","16,9","46,9","50,8","51,8","50,8","50,8","52,8","54,8","55,8","51,8"
8018,Orlová,80,36534,10. 10. 2024,3. 10. 2024,"38,3","38,3","38,3","0,0",8,10,27,18,33,43,31,39,41,86,100,31,37,10,8,2,6,4,12,2,0,0,4,0,0,0,2,0,0,2,0,2,0,0,2,0,0,2,0,2,4,10,8,6,2,8,8,8,16,29,27,"10,9","13,7","35,6","24,6","43,8","57,5","41,1","52,0","54,7","115,0","134,1","41,1","49,3","13,7","10,9","2,7","8,2","5,5","16,4","2,7","0,0","0,0","5,5","0,0","0,0","0,0","2,7","0,0","0,0","2,7","0,0","2,7","0,0","0,0","2,7","0,0","0,0","2,7","0,0","2,7","5,5","13,7","10,9","8,2","2,7","10,9","10,9","10,9","21,9","38,3","35,6","38,3","41,1","38,3","38,3","30,1","32,8","35,6","38,3"
8019,Ostrava,80,316149,10. 10. 2024,3. 10. 2024,"35,1","35,1","34,5","0,6",15,16,30,32,26,34,44,56,67,100,82,30,17,13,12,6,8,5,3,6,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,2,3,1,4,4,7,11,12,14,27,32,"17,7","19,3","35,4","37,0","31,0","39,5","50,9","65,8","78,1","117,0","96,2","34,8","19,6","15,5","13,9","7,0","8,9","5,7","3,8","7,3","2,2","1,3","1,3","0,6","0,3","0,6","0,6","0,0","0,0","0,3","0,3","0,3","0,6","1,3","0,3","0,0","0,9","1,3","0,6","1,3","2,2","3,5","1,6","5,1","4,7","7,9","13,3","14,6","16,8","31,6","38,0","34,5","30,7","30,4","30,0","33,8","35,1","35,7","35,1"
8020,Rýmařov,80,14884,10. 10. 2024,3. 10. 2024,"94,1","94,1","87,3","6,7",25,3,19,34,28,47,59,66,84,100,81,16,41,53,9,22,3,12,19,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,3,28,16,25,25,34,"53,7","6,7","40,3","73,9","60,5","100,8","127,7","141,1","181,4","215,0","174,7","33,6","87,3","114,2","20,2","47,0","6,7","26,9","40,3","6,7","0,0","0,0","13,4","0,0","0,0","0,0","0,0","0,0","0,0","13,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,2","33,6","6,7","60,5","33,6","53,7","53,7","73,9","87,3","73,9","73,9","73,9","100,8","107,5","107,5","94,1"
8021,Třinec,80,54081,10. 10. 2024,3. 10. 2024,"83,2","83,2","70,3","12,9",23,32,22,38,27,46,70,62,70,100,81,33,35,14,16,6,11,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,3,3,4,4,6,19,9,4,18,24,39,48,"33,3","46,2","31,4","55,5","38,8","66,6","101,7","90,6","101,7","146,1","118,3","48,1","51,8","20,3","24,0","9,2","16,6","1,8","1,8","1,8","0,0","0,0","3,7","0,0","0,0","0,0","0,0","1,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,8","1,8","3,7","0,0","3,7","3,7","5,5","5,5","9,2","27,7","12,9","5,5","25,9","35,1","57,3","70,3","70,3","83,2","83,2","83,2","79,5","79,5","92,5","83,2"
8022,Vítkov,80,13241,10. 10. 2024,3. 10. 2024,"158,6","158,6","90,6","68,0",4,19,23,44,40,21,35,33,56,100,58,12,12,8,2,2,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,4,8,2,2,8,23,15,21,35,"15,1","68,0","83,1","158,6","143,5","75,5","128,4","120,8","203,9","362,5","211,5","45,3","45,3","30,2","7,6","7,6","15,1","15,1","45,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,6","0,0","15,1","37,8","15,1","30,2","7,6","7,6","30,2","83,1","52,9","75,5","128,4","90,6","75,5","90,6","90,6","83,1","128,4","143,5","158,6"
